station,name,date,latitude,longitude,elevation,precipitation
CA008401703,GANDER INTL A,2016-06-06,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-07,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-08,48.9333,-54.5667,151,44
CA008401703,GANDER INTL A,2016-06-09,48.9333,-54.5667,151,172
CA008401703,GANDER INTL A,2016-06-10,48.9333,-54.5667,151,14
CA008401703,GANDER INTL A,2016-06-11,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-06-12,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-06-13,48.9333,-54.5667,151,166
CA008401703,GANDER INTL A,2016-06-14,48.9333,-54.5667,151,33
CA008401703,GANDER INTL A,2016-06-15,48.9333,-54.5667,151,98
CA008401703,GANDER INTL A,2016-06-16,48.9333,-54.5667,151,62
CA008401703,GANDER INTL A,2016-06-17,48.9333,-54.5667,151,22
CA008401703,GANDER INTL A,2016-06-18,48.9333,-54.5667,151,12
CA008401703,GANDER INTL A,2016-06-19,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-20,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-21,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-22,48.9333,-54.5667,151,10
CA008401703,GANDER INTL A,2016-06-23,48.9333,-54.5667,151,62
CA008401703,GANDER INTL A,2016-06-24,48.9333,-54.5667,151,22
CA008401703,GANDER INTL A,2016-06-25,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-26,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-27,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-28,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-06-29,48.9333,-54.5667,151,88
CA008401703,GANDER INTL A,2016-06-30,48.9333,-54.5667,151,156
CA008401703,GANDER INTL A,2016-07-01,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-07-02,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-03,48.9333,-54.5667,151,96
CA008401703,GANDER INTL A,2016-07-04,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-07-05,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-07-06,48.9333,-54.5667,151,266
CA008401703,GANDER INTL A,2016-07-07,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-07-08,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-09,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-10,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-11,48.9333,-54.5667,151,334
CA008401703,GANDER INTL A,2016-07-12,48.9333,-54.5667,151,120
CA008401703,GANDER INTL A,2016-07-13,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-14,48.9333,-54.5667,151,16
CA008401703,GANDER INTL A,2016-07-15,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-16,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-07-17,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-18,48.9333,-54.5667,151,42
CA008401703,GANDER INTL A,2016-07-19,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-20,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-07-21,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-07-22,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-07-23,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-07-24,48.9333,-54.5667,151,62
CA008401703,GANDER INTL A,2016-07-25,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-26,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-27,48.9333,-54.5667,151,70
CA008401703,GANDER INTL A,2016-07-28,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-07-29,48.9333,-54.5667,151,22
CA008401703,GANDER INTL A,2016-07-30,48.9333,-54.5667,151,150
CA008401703,GANDER INTL A,2016-07-31,48.9333,-54.5667,151,36
CA008401703,GANDER INTL A,2016-08-01,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-08-02,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-03,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-08-04,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-05,48.9333,-54.5667,151,78
CA008401703,GANDER INTL A,2016-08-06,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-08-07,48.9333,-54.5667,151,34
CA008401703,GANDER INTL A,2016-08-08,48.9333,-54.5667,151,84
CA008401703,GANDER INTL A,2016-08-09,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-08-10,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-11,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-12,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-13,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-14,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-15,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-16,48.9333,-54.5667,151,16
CA008401703,GANDER INTL A,2016-08-17,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-18,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-19,48.9333,-54.5667,151,18
CA008401703,GANDER INTL A,2016-08-20,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-21,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-22,48.9333,-54.5667,151,12
CA008401703,GANDER INTL A,2016-08-23,48.9333,-54.5667,151,48
CA008401703,GANDER INTL A,2016-08-24,48.9333,-54.5667,151,30
CA008401703,GANDER INTL A,2016-08-25,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-26,48.9333,-54.5667,151,58
CA008401703,GANDER INTL A,2016-08-27,48.9333,-54.5667,151,236
CA008401703,GANDER INTL A,2016-08-28,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-08-29,48.9333,-54.5667,151,160
CA008401703,GANDER INTL A,2016-08-30,48.9333,-54.5667,151,296
CA008401703,GANDER INTL A,2016-08-31,48.9333,-54.5667,151,12
CA008401703,GANDER INTL A,2016-09-01,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-02,48.9333,-54.5667,151,10
CA008401703,GANDER INTL A,2016-09-03,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-09-04,48.9333,-54.5667,151,14
CA008401703,GANDER INTL A,2016-09-05,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-06,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-07,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-08,48.9333,-54.5667,151,54
CA008401703,GANDER INTL A,2016-09-09,48.9333,-54.5667,151,184
CA008401703,GANDER INTL A,2016-09-10,48.9333,-54.5667,151,16
CA008401703,GANDER INTL A,2016-09-11,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-09-12,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-09-13,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-14,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-15,48.9333,-54.5667,151,46
CA008401703,GANDER INTL A,2016-09-16,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-17,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-18,48.9333,-54.5667,151,98
CA008401703,GANDER INTL A,2016-09-19,48.9333,-54.5667,151,38
CA008401703,GANDER INTL A,2016-09-20,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-21,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-22,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-23,48.9333,-54.5667,151,56
CA008401703,GANDER INTL A,2016-09-24,48.9333,-54.5667,151,30
CA008401703,GANDER INTL A,2016-09-25,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-26,48.9333,-54.5667,151,86
CA008401703,GANDER INTL A,2016-09-27,48.9333,-54.5667,151,46
CA008401703,GANDER INTL A,2016-09-28,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-09-29,48.9333,-54.5667,151,334
CA008401703,GANDER INTL A,2016-09-30,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-01,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-02,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-03,48.9333,-54.5667,151,32
CA008401703,GANDER INTL A,2016-10-04,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-05,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-06,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-07,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-08,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-09,48.9333,-54.5667,151,28
CA008401703,GANDER INTL A,2016-10-10,48.9333,-54.5667,151,1532
CA008401703,GANDER INTL A,2016-10-11,48.9333,-54.5667,151,78
CA008401703,GANDER INTL A,2016-10-12,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-13,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-14,48.9333,-54.5667,151,12
CA008401703,GANDER INTL A,2016-10-15,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-10-16,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-17,48.9333,-54.5667,151,38
CA008401703,GANDER INTL A,2016-10-18,48.9333,-54.5667,151,10
CA008401703,GANDER INTL A,2016-10-19,48.9333,-54.5667,151,48
CA008401703,GANDER INTL A,2016-10-20,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-10-21,48.9333,-54.5667,151,24
CA008401703,GANDER INTL A,2016-10-22,48.9333,-54.5667,151,382
CA008401703,GANDER INTL A,2016-10-23,48.9333,-54.5667,151,24
CA008401703,GANDER INTL A,2016-10-24,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-10-25,48.9333,-54.5667,151,39
CA008401703,GANDER INTL A,2016-10-26,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-10-27,48.9333,-54.5667,151,9
CA008401703,GANDER INTL A,2016-10-28,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-10-29,48.9333,-54.5667,151,72
CA008401703,GANDER INTL A,2016-10-30,48.9333,-54.5667,151,50
CA008401703,GANDER INTL A,2016-10-31,48.9333,-54.5667,151,20
CA008401703,GANDER INTL A,2016-11-01,48.9333,-54.5667,151,102
CA008401703,GANDER INTL A,2016-11-02,48.9333,-54.5667,151,56
CA008401703,GANDER INTL A,2016-11-03,48.9333,-54.5667,151,56
CA008401703,GANDER INTL A,2016-11-04,48.9333,-54.5667,151,32
CA008401703,GANDER INTL A,2016-11-05,48.9333,-54.5667,151,8
CA008401703,GANDER INTL A,2016-11-06,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-07,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-08,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-09,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-10,48.9333,-54.5667,151,44
CA008401703,GANDER INTL A,2016-11-11,48.9333,-54.5667,151,24
CA008401703,GANDER INTL A,2016-11-12,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-11-13,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-11-14,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-15,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-16,48.9333,-54.5667,151,72
CA008401703,GANDER INTL A,2016-11-17,48.9333,-54.5667,151,50
CA008401703,GANDER INTL A,2016-11-18,48.9333,-54.5667,151,72
CA008401703,GANDER INTL A,2016-11-19,48.9333,-54.5667,151,100
CA008401703,GANDER INTL A,2016-11-20,48.9333,-54.5667,151,76
CA008401703,GANDER INTL A,2016-11-21,48.9333,-54.5667,151,42
CA008401703,GANDER INTL A,2016-11-22,48.9333,-54.5667,151,58
CA008401703,GANDER INTL A,2016-11-23,48.9333,-54.5667,151,116
CA008401703,GANDER INTL A,2016-11-24,48.9333,-54.5667,151,6
CA008401703,GANDER INTL A,2016-11-25,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-11-26,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-11-27,48.9333,-54.5667,151,198
CA008401703,GANDER INTL A,2016-11-28,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-11-29,48.9333,-54.5667,151,18
CA008401703,GANDER INTL A,2016-11-30,48.9333,-54.5667,151,44
CA008401703,GANDER INTL A,2016-12-01,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-02,48.9333,-54.5667,151,82
CA008401703,GANDER INTL A,2016-12-03,48.9333,-54.5667,151,36
CA008401703,GANDER INTL A,2016-12-04,48.9333,-54.5667,151,18
CA008401703,GANDER INTL A,2016-12-05,48.9333,-54.5667,151,13
CA008401703,GANDER INTL A,2016-12-06,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-07,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-08,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-09,48.9333,-54.5667,151,138
CA008401703,GANDER INTL A,2016-12-10,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-11,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-12-12,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-13,48.9333,-54.5667,151,68
CA008401703,GANDER INTL A,2016-12-14,48.9333,-54.5667,151,14
CA008401703,GANDER INTL A,2016-12-15,48.9333,-54.5667,151,100
CA008401703,GANDER INTL A,2016-12-16,48.9333,-54.5667,151,46
CA008401703,GANDER INTL A,2016-12-17,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-18,48.9333,-54.5667,151,162
CA008401703,GANDER INTL A,2016-12-19,48.9333,-54.5667,151,2
CA008401703,GANDER INTL A,2016-12-20,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-21,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-12-22,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-23,48.9333,-54.5667,151,4
CA008401703,GANDER INTL A,2016-12-24,48.9333,-54.5667,151,10
CA008401703,GANDER INTL A,2016-12-25,48.9333,-54.5667,151,172
CA008401703,GANDER INTL A,2016-12-26,48.9333,-54.5667,151,28
CA008401703,GANDER INTL A,2016-12-27,48.9333,-54.5667,151,24
CA008401703,GANDER INTL A,2016-12-28,48.9333,-54.5667,151,24
CA008401703,GANDER INTL A,2016-12-29,48.9333,-54.5667,151,0
CA008401703,GANDER INTL A,2016-12-30,48.9333,-54.5667,151,112
CA008401703,GANDER INTL A,2016-12-31,48.9333,-54.5667,151,38
CA008202251,HALIFAX INTL A,2016-01-01,44.8833,-63.5167,145,7
CA008202251,HALIFAX INTL A,2016-01-02,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-03,44.8833,-63.5167,145,6
CA008202251,HALIFAX INTL A,2016-01-04,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-01-05,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-06,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-07,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-08,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-09,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-10,44.8833,-63.5167,145,50
CA008202251,HALIFAX INTL A,2016-01-11,44.8833,-63.5167,145,416
CA008202251,HALIFAX INTL A,2016-01-12,44.8833,-63.5167,145,20
CA008202251,HALIFAX INTL A,2016-01-13,44.8833,-63.5167,145,174
CA008202251,HALIFAX INTL A,2016-01-14,44.8833,-63.5167,145,2
CA008202251,HALIFAX INTL A,2016-01-15,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-16,44.8833,-63.5167,145,392
CA008202251,HALIFAX INTL A,2016-01-17,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-18,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-01-19,44.8833,-63.5167,145,60
CA008202251,HALIFAX INTL A,2016-01-20,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-21,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-22,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-23,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-24,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-25,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-26,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-27,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-28,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-01-29,44.8833,-63.5167,145,324
CA008202251,HALIFAX INTL A,2016-01-30,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-01-31,44.8833,-63.5167,145,28
CA008202251,HALIFAX INTL A,2016-02-01,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-02,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-03,44.8833,-63.5167,145,6
CA008202251,HALIFAX INTL A,2016-02-04,44.8833,-63.5167,145,122
CA008202251,HALIFAX INTL A,2016-02-05,44.8833,-63.5167,145,326
CA008202251,HALIFAX INTL A,2016-02-06,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-02-07,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-08,44.8833,-63.5167,145,160
CA008202251,HALIFAX INTL A,2016-02-09,44.8833,-63.5167,145,90
CA008202251,HALIFAX INTL A,2016-02-10,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-11,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-12,44.8833,-63.5167,145,10
CA008202251,HALIFAX INTL A,2016-02-13,44.8833,-63.5167,145,25
CA008202251,HALIFAX INTL A,2016-02-14,44.8833,-63.5167,145,32
CA008202251,HALIFAX INTL A,2016-02-15,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-16,44.8833,-63.5167,145,24
CA008202251,HALIFAX INTL A,2016-02-17,44.8833,-63.5167,145,150
CA008202251,HALIFAX INTL A,2016-02-18,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-19,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-20,44.8833,-63.5167,145,127
CA008202251,HALIFAX INTL A,2016-02-21,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-02-22,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-23,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-24,44.8833,-63.5167,145,81
CA008202251,HALIFAX INTL A,2016-02-25,44.8833,-63.5167,145,310
CA008202251,HALIFAX INTL A,2016-02-26,44.8833,-63.5167,145,2
CA008202251,HALIFAX INTL A,2016-02-27,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-28,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-02-29,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-01,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-02,44.8833,-63.5167,145,362
CA008202251,HALIFAX INTL A,2016-03-03,44.8833,-63.5167,145,2
CA008202251,HALIFAX INTL A,2016-03-04,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-05,44.8833,-63.5167,145,222
CA008202251,HALIFAX INTL A,2016-03-06,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-07,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-08,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-09,44.8833,-63.5167,145,20
CA008202251,HALIFAX INTL A,2016-03-10,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-11,44.8833,-63.5167,145,88
CA008202251,HALIFAX INTL A,2016-03-12,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-13,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-14,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-15,44.8833,-63.5167,145,20
CA008202251,HALIFAX INTL A,2016-03-16,44.8833,-63.5167,145,38
CA008202251,HALIFAX INTL A,2016-03-17,44.8833,-63.5167,145,10
CA008202251,HALIFAX INTL A,2016-03-18,44.8833,-63.5167,145,44
CA008202251,HALIFAX INTL A,2016-03-19,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-20,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-21,44.8833,-63.5167,145,194
CA008202251,HALIFAX INTL A,2016-03-22,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-23,44.8833,-63.5167,145,38
CA008202251,HALIFAX INTL A,2016-03-24,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-25,44.8833,-63.5167,145,200
CA008202251,HALIFAX INTL A,2016-03-26,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-27,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-28,44.8833,-63.5167,145,203
CA008202251,HALIFAX INTL A,2016-03-29,44.8833,-63.5167,145,11
CA008202251,HALIFAX INTL A,2016-03-30,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-03-31,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-01,44.8833,-63.5167,145,217
CA008202251,HALIFAX INTL A,2016-04-02,44.8833,-63.5167,145,98
CA008202251,HALIFAX INTL A,2016-04-03,44.8833,-63.5167,145,90
CA008202251,HALIFAX INTL A,2016-04-04,44.8833,-63.5167,145,82
CA008202251,HALIFAX INTL A,2016-04-05,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-06,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-07,44.8833,-63.5167,145,2
CA008202251,HALIFAX INTL A,2016-04-08,44.8833,-63.5167,145,164
CA008202251,HALIFAX INTL A,2016-04-09,44.8833,-63.5167,145,5
CA008202251,HALIFAX INTL A,2016-04-10,44.8833,-63.5167,145,135
CA008202251,HALIFAX INTL A,2016-04-11,44.8833,-63.5167,145,20
CA008202251,HALIFAX INTL A,2016-04-12,44.8833,-63.5167,145,41
CA008202251,HALIFAX INTL A,2016-04-13,44.8833,-63.5167,145,126
CA008202251,HALIFAX INTL A,2016-04-14,44.8833,-63.5167,145,270
CA008202251,HALIFAX INTL A,2016-04-15,44.8833,-63.5167,145,259
CA008202251,HALIFAX INTL A,2016-04-16,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-17,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-18,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-19,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-20,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-21,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-22,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-23,44.8833,-63.5167,145,58
CA008202251,HALIFAX INTL A,2016-04-24,44.8833,-63.5167,145,8
CA008202251,HALIFAX INTL A,2016-04-25,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-26,44.8833,-63.5167,145,20
CA008202251,HALIFAX INTL A,2016-04-27,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-28,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-29,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-04-30,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-01,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-02,44.8833,-63.5167,145,64
CA008202251,HALIFAX INTL A,2016-05-03,44.8833,-63.5167,145,15
CA008202251,HALIFAX INTL A,2016-05-04,44.8833,-63.5167,145,22
CA008202251,HALIFAX INTL A,2016-05-05,44.8833,-63.5167,145,298
CA008202251,HALIFAX INTL A,2016-05-06,44.8833,-63.5167,145,102
CA008202251,HALIFAX INTL A,2016-05-07,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-05-08,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-09,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-10,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-11,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-12,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-13,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-14,44.8833,-63.5167,145,42
CA008202251,HALIFAX INTL A,2016-05-15,44.8833,-63.5167,145,12
CA008202251,HALIFAX INTL A,2016-05-16,44.8833,-63.5167,145,12
CA008202251,HALIFAX INTL A,2016-05-17,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-18,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-19,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-20,44.8833,-63.5167,145,4
CA008202251,HALIFAX INTL A,2016-05-21,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-22,44.8833,-63.5167,145,68
CA008202251,HALIFAX INTL A,2016-05-23,44.8833,-63.5167,145,12
CA008202251,HALIFAX INTL A,2016-05-24,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-25,44.8833,-63.5167,145,10
CA008202251,HALIFAX INTL A,2016-05-26,44.8833,-63.5167,145,90
CA008202251,HALIFAX INTL A,2016-05-27,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-28,44.8833,-63.5167,145,56
CA008202251,HALIFAX INTL A,2016-05-29,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-05-30,44.8833,-63.5167,145,190
CA008202251,HALIFAX INTL A,2016-05-31,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-01,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-02,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-03,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-04,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-05,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-06,44.8833,-63.5167,145,98
CA008202251,HALIFAX INTL A,2016-06-07,44.8833,-63.5167,145,0
CA008202251,HALIFAX INTL A,2016-06-08,44.8833,-63.5167,145,374
